595,frequent,0.0
596,law,152.0
597,provided,303.0
598,consistency,0.0
599,unsupervised,0.0
600,year,983.0
601,fine,0.0
602,multilabel,0.0
603,differential,455.0
604,further,75.0
605,contract,0.0
606,european,76.0
607,voice,0.0
608,manner,76.0
609,speech,0.0
610,judge,0.0
611,study,908.0
612,extraction,0.0
613,transfer,75.0
614,quite,0.0
615,calculate,75.0
616,category,304.0
617,will,606.0
618,international,379.0
619,application,909.0
620,artificial,152.0
621,judgment,75.0
622,where,531.0
623,customer,0.0
624,encoded,151.0
625,structure,605.0
626,composed,0.0
627,lead,152.0
628,way,379.0
629,challenge,228.0
630,entire,0.0
631,give,227.0
632,linking,76.0
633,fewer,75.0
634,exam,0.0
635,performed,0.0
636,querying,0.0
637,observation,303.0
638,output,0.0
639,knowledge,303.0
640,selectively,0.0
641,concept,76.0
642,change,228.0
643,infers,0.0
644,containing,152.0
645,transposition,0.0
646,inducing,0.0
647,adapt,0.0
648,regressive,0.0
649,same,454.0
650,problem,531.0
651,parliamentary,0.0
652,among,226.0
653,many,379.0
654,syntactic,301.0
655,transformers,0.0
656,summarization,0.0
657,two,1058.0
658,few,76.0
659,sophisticated,75.0
660,appearing,0.0
661,classification,0.0
662,provider,0.0
663,analyse,0.0
664,if,455.0
665,categorically,0.0
666,question,227.0
667,belonging,0.0
668,summary,0.0
669,benefiting,0.0
670,large,452.0
671,access,151.0
672,document,76.0
673,enrich,0.0
674,at,2273.0
675,contention,0.0
676,hierarchical,0.0
677,important,304.0
678,negation,0.0
679,focused,75.0
680,would,228.0
681,no,378.0
682,vast,0.0
683,talk,152.0
684,improve,151.0
685,state,303.0
686,pipeline,76.0
687,so,75.0
688,demographic,0.0
689,basis,227.0
690,on,3862.0
691,room,0.0
692,difficult,76.0
693,mean,152.0
694,dropout,0.0
695,different,453.0
696,contributed,152.0
697,extensive,0.0
698,draft,0.0
699,cross,225.0
700,evaluating,151.0
701,interlink,0.0
702,previously,0.0
703,nature,76.0
704,process,530.0
705,performs,0.0
706,examines,0.0
707,annotate,0.0
708,answering,0.0
709,relation,227.0
710,though,0.0
711,demonstrates,151.0
712,person,303.0
713,wipo,0.0
714,inform,76.0
715,in,7120.0
716,explain,76.0
717,provision,0.0
718,supporting,75.0
719,de,152.0
720,employ,0.0
721,auto,0.0
722,done,76.0
723,discovery,152.0
724,chain,75.0
725,bert,0.0
726,investment,0.0
727,powerful,151.0
728,also,1138.0
729,finding,76.0
730,fuzzy,0.0
731,field,985.0
732,eurlex,0.0
733,intelligibility,0.0
734,maintaining,75.0
735,extract,76.0
736,possibly,0.0
737,enable,76.0
738,side,0.0
739,especially,76.0
740,implementation,0.0
741,clef,0.0
742,criminal,0.0
743,gram,0.0
744,finally,227.0
745,thesaurus,0.0
746,improving,0.0
747,thesauri,0.0
748,combines,76.0
749,retrieving,0.0
750,laterally,0.0
751,complement,0.0
752,ruling,0.0
753,every,304.0
754,neural,377.0
755,compare,0.0
756,make,152.0
757,majority,0.0
758,covering,0.0
759,developed,152.0
760,various,680.0
761,matter,76.0
762,respective,0.0
763,allows,151.0
764,auxiliary,0.0
765,its,1060.0
766,shown,151.0
767,automatically,0.0
768,ex,0.0
769,news,152.0
770,are,2271.0
771,plays,151.0
772,content,0.0
773,that,4391.0
774,cluster,0.0
775,therefore,302.0
776,led,0.0
777,utilizes,0.0
778,quicker,0.0
779,echr,0.0
780,freely,0.0
781,score,0.0
782,contains,151.0
783,accuracy,152.0
784,extended,151.0
785,term,529.0
786,chinese,0.0
787,length,76.0
788,presents,228.0
789,filter,0.0
790,aims,152.0
791,search,0.0
792,continuously,75.0
793,practical,380.0
794,automated,0.0
795,power,227.0
796,research,608.0
797,quest,0.0
798,usually,0.0
799,latent,0.0
800,formulaic,0.0
801,legislative,0.0
802,default,0.0
803,resource,228.0
804,unsatisfactory,0.0
805,legally,0.0
806,computational,379.0
807,type,681.0
808,california,75.0
809,enough,152.0
810,examine,0.0
811,shape,76.0
812,original,0.0
813,supervised,0.0
814,building,76.0
815,spanish,0.0
816,share,152.0
817,show,1287.0
818,generated,378.0
819,scale,151.0
820,makes,152.0
821,topical,0.0
822,disclosed,0.0
823,captures,0.0
824,empirically,0.0
825,phase,303.0
826,tag,0.0
827,bar,0.0
828,typically,76.0
829,after,151.0
830,strategy,76.0
831,beyond,0.0
832,addressed,0.0
833,compression,0.0
834,identification,75.0
835,edge,0.0
836,detection,378.0
837,performing,0.0
838,ip,0.0
839,charge,227.0
840,paragraph,0.0
841,extending,76.0
842,written,76.0
843,proof,227.0
844,respectively,151.0
845,value,303.0
846,attributes,0.0
847,actually,150.0
848,encoding,0.0
849,forum,76.0
850,publicly,0.0
851,respondent,0.0
852,pli,0.0
853,predicted,76.0
854,drafting,0.0
855,coliee,0.0
856,improvement,152.0
857,synonym,0.0
858,svm,0.0
859,victor,0.0
860,modelling,76.0
861,survey,0.0
862,memory,151.0
863,predicting,0.0
864,exploration,0.0
865,measure,152.0
866,validation,0.0
867,release,0.0
868,court,0.0
869,engineering,532.0
870,candidate,0.0
871,we,3786.0
872,antonym,0.0
873,extend,0.0
874,jurisdiction,0.0
875,view,228.0
876,cnns,0.0
877,whose,76.0
878,recognition,151.0
879,their,910.0
880,legislation,0.0
881,technology,531.0
882,performance,152.0
883,independent,227.0
884,address,75.0
885,labeled,0.0
886,spectrum,75.0
887,models,0.0
888,fails,0.0
889,scientific,304.0
890,incorporating,0.0
891,mission,76.0
892,exploits,0.0
893,be,2423.0
894,selected,0.0
895,producing,0.0
896,or,986.0
897,property,606.0
898,attentive,0.0
899,amount,0.0
900,top,227.0
901,feasibility,0.0
902,time,985.0
903,character,0.0
904,limitation,151.0
905,informative,0.0
906,congressional,0.0
907,word,228.0
908,metric,228.0
909,current,455.0
910,scoring,0.0
911,utility,0.0
912,patent,75.0
913,civil,0.0
914,consider,380.0
915,learning,531.0
916,idf,0.0
917,part,454.0
918,like,228.0
919,corresponds,0.0
920,overall,0.0
921,implemented,0.0
922,interactive,0.0
923,answer,152.0
924,for,4998.0
925,great,303.0
926,result,1364.0
927,induced,0.0
928,utilized,76.0
929,combined,0.0
930,benchmark,0.0
931,comprehensive,0.0
932,number,681.0
933,edited,0.0
934,one,908.0
935,modification,0.0
936,cnn,0.0
937,quickly,0.0
938,resulting,76.0
939,hoc,0.0
940,relevance,0.0
941,cost,76.0
942,describe,76.0
943,previous,304.0
944,keyword,0.0
945,test,228.0
946,fields,76.0
947,often,76.0
948,order,380.0
949,differs,75.0
950,crawled,0.0
951,here,377.0
952,query,0.0
953,ambiguity,0.0
954,framework,76.0
955,predictive,0.0
956,comparison,0.0
957,form,379.0
958,training,75.0
959,choice,76.0
960,combining,152.0
961,introduce,227.0
962,i.e.,0.0
963,develop,151.0
964,wide,379.0
965,managed,76.0
966,representation,604.0
967,adjudication,0.0
968,expert,152.0
969,board,76.0
970,network,453.0
971,mobile,152.0
972,relevant,227.0
973,decision,0.0
974,support,379.0
975,policies,0.0
976,company,76.0
977,factual,0.0
978,about,1363.0
979,establishing,75.0
980,scotus,0.0
981,bidirectional,0.0
982,tool,303.0
983,concluded,0.0
984,embedding,301.0
985,recently,228.0
986,common,303.0
987,manual,0.0
988,recognizing,0.0
989,bilstm,0.0
990,comprise,76.0
991,characteristic,151.0
992,empower,0.0
993,intellectual,0.0
994,tested,152.0
995,annotation,0.0
996,tackling,0.0
997,summarizing,0.0
998,annotating,0.0
999,tuple,76.0
1000,identifying,0.0
1001,rio,0.0
1002,general,1061.0
1003,word2vec,0.0
1004,relationship,76.0
1005,it,2276.0
1006,prone,0.0
1007,propose,151.0
1008,world,228.0
1009,such,834.0
1010,https://github.com/thunlp/attribute_charge,0.0
1011,potential,304.0
1012,may,605.0
1013,the,9470.0
1014,showed,150.0
1015,including,228.0
1016,convenient,0.0
1017,then,456.0
1018,they,682.0
1019,extracted,0.0
1020,parallel,0.0
1021,considered,76.0
1022,builds,76.0
1023,textual,0.0
1024,argumentation,0.0
1025,brazilian,0.0
1026,quality,75.0
1027,roughly,0.0
1028,hand,76.0
1029,states,75.0
1030,edit,0.0
1031,ir,0.0
1032,learned,0.0
1033,extracts,0.0
1034,domain,454.0
1035,graph,0.0
1036,observe,151.0
1037,persistent,0.0
1038,clustering,0.0
1039,yes,0.0
1040,multilingual,0.0
1041,data,152.0
1042,given,379.0
1043,annotator,0.0
1044,essential,227.0
1045,bypasses,0.0
1046,pre,0.0
1047,pos,0.0
1048,accurate,152.0
1049,ten,76.0
1050,random,75.0
1051,maximum,152.0
1052,bundesgerichtshof,0.0
1053,argument,76.0
1054,suggesting,0.0
1055,aggregating,0.0
1056,robot,76.0
1057,binary,76.0
1058,analysed,0.0
1059,generates,0.0
1060,speed,152.0
1061,employing,0.0
1062,subclass,0.0
1063,analytic,76.0
1064,limited,76.0
1065,hence,151.0
1066,nearest,0.0
1067,represented,76.0
1068,supreme,0.0
1069,upper,76.0
1070,our,1287.0
1071,theme,76.0
1072,code,0.0
1073,design,380.0
1074,to,7277.0
1075,adding,0.0
1076,single,152.0
1077,still,151.0
1078,national,0.0
1079,achieved,75.0
1080,explore,227.0
1081,infer,76.0
1082,evaluated,0.0
1083,opinion,0.0
1084,appear,228.0
1085,promising,0.0
1086,natural,76.0
1087,ability,76.0
1088,lexical,0.0
1089,directive,0.0
1090,framing,0.0
1091,outcome,152.0
1092,semantic,75.0
1093,privacyqa,0.0
1094,paper,1668.0
