356,conditional random field,3.0
357,usa,1.0
358,multilabel problem,1.0
359,complex document,1.0
360,different clustering,1.0
361,bert model,1.0
362,bill,1.0
363,world,2.0
364,extension,2.0
365,veteran appeal,1.0
366,relevant case retrieval task,1.0
367,spanish,1.0
368,unseen query,1.0
369,additional lstm,1.0
370,art patent classifier,1.0
371,baseline result,1.0
372,observation,1.0
373,janeiro jurisprudence database,1.0
374,landmark,1.0
375,controlled pipeline,1.0
376,learning approach,2.0
377,comprehensive content,1.0
378,case law,1.0
379,textual entailment,1.0
380,italy,1.0
381,evaluating,1.0
382,relevant document,1.0
383,convolutional neural network,4.0
384,cost,1.0
385,answering,3.0
386,different purpose,1.0
387,document,13.0
388,conditional random fields,2.0
389,window,1.0
390,legal case,3.0
391,legal text analytics,1.0
392,bundesgerichtshof,1.0
393,user data,1.0
394,labeling,1.0
395,relying,1.0
396,term,2.0
397,label text classification,1.0
398,encoding,2.0
399,new english legal judgment prediction,1.0
400,prediction dataset,1.0
401,legal spanish,1.0
402,law entailment dataset,1.0
403,court case,1.0
404,named entity recognition and linking,1.0
405,design benchmark,1.0
406,convolutional neural network (cnn),1.0
407,judgment prediction,1.0
408,generation,1.0
409,existing algorithm,1.0
410,ante,1.0
411,investment treaty,1.0
412,retrieval system,2.0
413,cluster identification,1.0
414,lower court,1.0
415,extreme multi label text classification,1.0
416,data,2.0
417,ranking svm,2.0
418,broad variety,1.0
419,discourse,1.0
420,ir task,1.0
421,query,3.0
422,legal bar exam query,1.0
423,spanish resources,1.0
424,f1,1.0
425,suitable candidate,1.0
426,scale case retrieval dataset,1.0
427,national implementing,1.0
428,detailed information,1.0
429,work,9.0
430,clustering algorithm,1.0
431,information,8.0
432,ip competition,1.0
433,challenge,3.0
434,public document database,1.0
435,dataset clef,1.0
436,competition,3.0
437,sentence,4.0
438,bar exam query,1.0
439,mobile application,1.0
440,fact,3.0
441,svm information,1.0
442,querying greek legislation,1.0
443,representation space,1.0
444,provided summary,2.0
445,cluster identification algorithm,1.0
446,sensible composition,1.0
447,embedding,9.0
448,standard patent classification,1.0
449,sophisticated way,1.0
450,china,1.0
451,answering using,1.0
452,same label,1.0
453,answering system,2.0
454,text processing,1.0
455,small multilingual corpus,1.0
456,tuple,1.0
457,employing,1.0
458,benefit,2.0
459,many country,1.0
460,legal bar,1.0
461,including word,1.0
462,fcm,1.0
463,lower entropy,1.0
464,phase,1.0
465,thesauri,1.0
466,hierarchical attention network,1.0
467,subsequent decision,1.0
468,wide variety,1.0
469,eurlex dataset,1.0
470,abstract information,1.0
471,performed annotation,1.0
472,legal attribute,1.0
473,information retrieval task,1.0
474,machine,5.0
475,automatic post editing model,1.0
476,standard patent,1.0
477,real world utility,1.0
478,similarity,4.0
479,practical difficulty,1.0
480,expertise,1.0
481,classifier,4.0
482,embedding model,1.0
483,cluster algorithm,1.0
484,establishing,1.0
485,application,1.0
486,entailment model,1.0
487,court judge,1.0
488,relation,2.0
489,european court,2.0
490,bigrus,1.0
491,31k tuple,1.0
492,extensive experiment,1.0
493,agency,1.0
494,machine translation,1.0
495,importance prediction,1.0
496,confusing charge,1.0
497,ape,1.0
498,union,1.0
499,ex,1.0
500,random field,3.0
501,public document,2.0
502,information retrieval,2.0
503,benefiting,1.0
504,candidate,1.0
505,end algorithm,1.0
506,scoring framework,2.0
507,judiciary,2.0
508,several language,1.0
509,recognized entity,1.0
510,current multi label state,1.0
511,processing,3.0
512,scotus,1.0
513,legislative text,1.0
514,preference,1.0
515,negotiation,1.0
516,source resource kit,1.0
517,auxiliary corpus,1.0
518,using,15.0
519,treaty,1.0
520,echr,1.0
521,word,9.0
522,entailment component,1.0
523,identifying output,1.0
524,other state,1.0
525,post edited version,1.0
526,word ambiguity,1.0
527,field model,1.0
528,factual background,1.0
529,eu legislation,1.0
530,legal document,3.0
531,full spectrum,1.0
532,voice recognition,1.0
533,domain,9.0
534,pair,2.0
535,lack,1.0
536,self,1.0
537,open access,1.0
538,eu,1.0
539,congress,1.0
540,document representation,2.0
541,promising,1.0
542,written rule,1.0
543,available datum,1.0
544,intelligibility,1.0
545,automatic post-editing,1.0
546,name dispute,1.0
547,legal information processing,1.0
548,legal drafting,1.0
549,scoring,2.0
550,other hand,2.0
551,predicted treaty,1.0
552,feature engineering,1.0
553,implementing,1.0
554,kauanejunior corpus,1.0
555,query case,1.0
556,svm information retrieval,1.0
557,combined solution,1.0
558,law,6.0
559,identifying,2.0
560,jurisprudence database,1.0
561,case retrieval task,3.0
562,classification approach,1.0
563,support,1.0
564,particular type system,1.0
565,appellate state court,1.0
566,thesaurus,2.0
567,civil law,2.0
568,clustering,3.0
569,token contract,1.0
570,shot charge,1.0
571,assistant,1.0
572,source resource,1.0
573,machine translation dataset,1.0
574,belonging,1.0
575,bypass,1.0
576,frame recognition,1.0
577,combining,3.0
578,algorithm,6.0
579,edge,1.0
580,paragraph,3.0
581,representing,1.0
582,genuine real world,1.0
583,property organization,1.0
584,common law,1.0
585,automatic semantic edge,1.0
586,final charge,1.0
587,supreme court,2.0
588,neural legal judgment prediction,1.0
589,supervised model,1.0
590,multilingual legal corpus,1.0
591,predicting outcome,1.0
592,incorporating,1.0
593,power,1.0
594,element extraction,1.0
595,post editing analysis,1.0
596,new sophisticated way,1.0
597,obtained result,1.0
598,memory,1.0
599,english legal judgment,1.0
600,future system,1.0
601,u.s,1.0
602,brazilian appellate court,1.0
603,additional algorithm,1.0
604,knowledge graph,1.0
605,case,8.0
606,like quality,1.0
607,citing text,1.0
608,differential,1.0
609,corpus,9.0
610,many confusing charge,1.0
611,dropout regularization,1.0
612,negotiating,1.0
613,higher accuracy,1.0
614,automatic charge,1.0
615,bag,2.0
616,potential problem,1.0
617,cleaning,1.0
618,legal expertise,1.0
619,neural baseline,1.0
620,summarizing,2.0
621,tag,1.0
622,case importance prediction,1.0
623,legal practice,1.0
624,property,2.0
625,benchmark dataset,1.0
626,case summarization,2.0
627,comprise,1.0
628,existing work,1.0
629,ad,2.0
630,scientific article,1.0
631,paragraph level,1.0
632,filter,1.0
633,annotator,1.0
634,problem,3.0
635,utility patent,1.0
636,auto,1.0
637,scale case law entailment,1.0
638,automatic summarization,1.0
639,model,14.0
640,tokenized using,1.0
641,intersection method,1.0
642,corresponding label,1.0
643,document type,1.0
644,form,2.0
645,distribution,1.0
646,semantic similarity,2.0
647,using ranking svm,1.0
648,classification precision,1.0
649,mission,1.0
650,compression algorithm,1.0
651,case study,1.0
652,standard cluster,1.0
653,national legislation,1.0
654,quality,3.0
655,automatic tool,1.0
656,inherent characteristic,1.0
657,parallel language,1.0
658,contention,1.0
659,prerequisite,1.0
660,level,4.0
661,investment treaties,1.0
662,selected treaty,1.0
663,textual reference,1.0
664,real world,1.0
665,set,5.0
666,agreement,1.0
667,genuine real world utility,1.0
668,law entailment,1.0
669,high accuracy,1.0
670,violation classification,1.0
671,search,2.0
672,argumentation mining,1.0
673,argument mining,1.0
674,internal mapping,1.0
675,addressed using,1.0
676,statement,1.0
677,utilizing,2.0
678,multilingual test,1.0
679,initial result,1.0
680,page,1.0
681,new english legal judgment prediction dataset,1.0
682,learning,8.0
683,feature extraction,1.0
684,general topical relevance,1.0
685,kauanejunior,1.0
686,neural system,1.0
687,citation graph,1.0
688,same information,1.0
689,domain name dispute,1.0
690,clef,1.0
691,gram,1.0
692,raw utility patent,1.0
693,language model,1.0
694,quest,1.0
695,discriminative legal attribute,1.0
696,different kind,1.0
697,quality estimation,1.0
698,vector space,3.0
699,rnn,1.0
700,text retrieval,1.0
701,fuzzy,1.0
702,deep convolutional neural network,2.0
703,label legal text,1.0
704,fuzzy clustering algorithm,1.0
705,contextual feature,1.0
706,coliee,2.0
707,bgh,1.0
708,extending,1.0
709,labeled text,1.0
710,embedding rnns,1.0
711,open source,1.0
712,professional translator,1.0
713,neural machine translation system,1.0
714,cascade framework,1.0
715,body,1.0
716,legal information,2.0
717,prediction model,1.0
718,approach,9.0
719,structure,1.0
720,entity reference representation,1.0
721,predicting,4.0
722,experimental evaluation,1.0
723,multilingual test corpus,1.0
724,querying greek,1.0
725,legal judgment prediction dataset,1.0
726,attentive charge,1.0
727,argument,1.0
728,fast computer,1.0
729,year,1.0
730,appropriate cluster,1.0
731,edited version,1.0
732,element,1.0
733,experiment,5.0
734,multi label classification,1.0
735,project,1.0
736,reference,3.0
737,treaty design,1.0
738,ex ante,1.0
739,extreme multi label legal text,1.0
740,regressive transformer,1.0
741,current investment,1.0
742,making,1.0
743,cnns,1.0
744,previous work,5.0
745,ambiguity,1.0
746,releasing ten,1.0
747,legal bar exam,1.0
748,billa,1.0
749,test corpus,1.0
750,literature,1.0
751,gold,2.0
752,name,1.0
753,adding,1.0
754,legal text generation,1.0
755,neural network,9.0
756,recognition,3.0
757,replacing cnns,1.0
758,hypothesis,1.0
759,human accuracy,1.0
760,shot scenario,1.0
761,court,5.0
762,consistency,1.0
763,long short-term memory,1.0
764,legislative document,1.0
765,entailment,3.0
766,legislation knowledge graph,1.0
767,case retrieval,3.0
768,opinion,2.0
769,interface,1.0
770,lot,2.0
771,surrounding,1.0
772,filtering,1.0
773,gensim,1.0
774,share,1.0
775,pli,1.0
776,describing,1.0
777,layer,1.0
778,cross,1.0
779,document database,1.0
780,state court,1.0
781,formulaic nature,1.0
782,random field model,1.0
783,description section,1.0
784,patent,1.0
785,essential task,1.0
786,encoded summarization,2.0
787,jurisdiction,1.0
788,consisting,1.0
789,multi label text classification,1.0
790,greek legislation knowledge,1.0
791,text,13.0
792,multidisciplinary thesaurus,1.0
793,different size,1.0
794,victor,1.0
795,technical language,1.0
796,task,14.0
797,greek,1.0
798,ability,1.0
799,written text,1.0
800,synsets,1.0
801,frequent use,1.0
802,driven combination,1.0
803,legislation,4.0
804,vector machine,1.0
805,exploring,1.0
806,chain,2.0
807,knowledge,4.0
808,annotation process,1.0
809,combination,2.0
810,dispute,1.0
811,intellectual property organization,1.0
812,predictive text,1.0
813,lawsuit,1.0
814,called intersection,1.0
815,article level,1.0
816,contract element extraction,1.0
817,previous eurlex dataset,1.0
818,effectiveness,2.0
819,california billa,1.0
820,exam,1.0
821,exploiting,1.0
822,practice,1.0
823,meaning,2.0
824,measure,2.0
825,written summary,1.0
826,assignment,1.0
827,translator,1.0
828,tf,1.0
829,open source resource kit,1.0
830,improvement,4.0
831,multi label legal text,1.0
832,other algorithm,1.0
833,further research,1.0
834,treaty design benchmark,1.0
835,31k,1.0
836,semantic relationship,1.0
837,international investment,1.0
838,many machine,1.0
839,limited case,1.0
840,extracted meaning,1.0
841,signal,1.0
842,open public dataset,1.0
843,strategy,1.0
844,previous administrative decision,1.0
845,called intersection method,1.0
846,european union,1.0
847,summary,3.0
848,component,1.0
849,eurlex,1.0
850,practical use,1.0
851,veteran,1.0
852,svm,2.0
853,supervised text similarity,1.0
854,graph,2.0
855,label classification,1.0
856,alternative solution,1.0
857,extractive method,1.0
858,according,2.0
859,provider,1.0
860,attention,3.0
861,corresponding,1.0
862,proposed approach,1.0
863,charge,1.0
864,preliminary result,1.0
865,robot,1.0
866,legal text classification,1.0
867,natural language processing,3.0
868,language modeling,1.0
869,phrase,3.0
870,decision,3.0
871,neural sentence,1.0
872,antonym,1.0
873,topic modelling,1.0
874,crucial role,1.0
875,corresponding nim,1.0
876,way,2.0
877,relevant case,1.0
878,german bundesgerichtshof,1.0
879,topic,3.0
880,neural machine translation,1.0
881,overall result,1.0
882,forum,1.0
883,document summarization,2.0
884,crf layer,1.0
885,pipeline,1.0
886,retrieving,1.0
887,extended form,1.0
888,lower court judge,1.0
889,answering task,1.0
890,legal language,2.0
891,legal citation graph,1.0
892,image,1.0
893,share resource,1.0
894,multilingual corpus,1.0
895,ip,1.0
896,modeling paragraph,1.0
897,treaty content,1.0
898,greek legislation knowledge graph,1.0
899,informative document,1.0
900,simpler wipo,1.0
901,growing,1.0
902,difficulty,1.0
903,word2vec,2.0
904,legal case retrieval task,3.0
905,es,1.0
906,baseline,4.0
907,framing,1.0
908,translation dataset,1.0
909,binary violation,1.0
910,adjudication,1.0
911,edit,1.0
912,anonymization,1.0
913,entity,2.0
914,bva,1.0
915,entropy measure,1.0
916,patent classification,1.0
917,important prerequisite,1.0
918,main topic,1.0
919,dsca,1.0
920,legal task,1.0
921,extending thesauri,1.0
922,salient phrase,1.0
923,neural language,1.0
924,entropy,2.0
925,argumentative political speech,1.0
926,producing,1.0
927,boosting,1.0
928,related concept,1.0
929,parallel english,1.0
930,combined tf,1.0
931,analysed time,1.0
932,theme,1.0
933,article,4.0
934,rnns,1.0
935,government,1.0
936,current algorithm,1.0
937,proposed modification,1.0
938,gated recurrent units,1.0
939,version,3.0
940,system,11.0
941,sensible manner,1.0
942,similarity search,1.0
943,demographic information,1.0
944,employing ranking svm,1.0
945,image processing,1.0
946,relationship,1.0
947,other resource,1.0
948,length limitation,1.0
949,additional statistical feature,1.0
950,overall performance,1.0
951,german court,1.0
952,concept,3.0
953,original reference translation,1.0
954,importance,3.0
955,open legal text,1.0
956,multi label state,1.0
957,triple,1.0
958,retrieval dataset,1.0
959,tax law,1.0
960,perspective,1.0
961,certain type,1.0
962,hierarchical attention,1.0
963,term memory network,1.0
964,survey,1.0
965,engine,1.0
966,resulting post,1.0
967,textual entailment component,1.0
968,recurrent neural network,2.0
969,bilstm,1.0
970,post editing dataset,1.0
971,ranking svm information retrieval,1.0
972,fewer token,1.0
973,making process,1.0
974,length,1.0
975,representative court,1.0
976,syntactic similarity,1.0
977,retrieving supporting,1.0
978,resource kit,1.0
979,suggesting,1.0
980,proof,1.0
981,post-editing dataset,1.0
982,approximate nearest neighbour,1.0
983,defining,1.0
984,research work,1.0
985,post editing model,1.0
986,deeppatent,1.0
987,text-as-data,1.0
988,respondent,1.0
989,metric,1.0
990,patent classification benchmark,1.0
991,potential,1.0
992,conditional random field model,1.0
993,classification benchmark,1.0
994,citing,1.0
995,machine learning approach,1.0
996,new english legal judgment,1.0
997,manhattan,1.0
998,motion,1.0
999,genuine opinion,1.0
1000,proposal,2.0
1001,non legal text,1.0
1002,neural language models,1.0
1003,geopolitical entity,1.0
1004,automatic charge prediction,1.0
1005,aggregating,1.0
1006,maximum entropy,1.0
1007,mapping,1.0
1008,retrieval component,1.0
1009,legal case retrieval,3.0
1010,country,1.0
1011,website,1.0
1012,resulting,1.0
1013,parliamentary discourse,1.0
1014,maintaining,1.0
1015,sliding,1.0
1016,recognizing textual entailment,1.0
1017,linear sliding,1.0
1018,score,1.0
1019,existing,3.0
1020,spectrum,1.0
1021,unit,1.0
1022,baseline svm,1.0
1023,supervised machine,1.0
1024,judgment prediction dataset,1.0
1025,appellate state,1.0
1026,clustering technique,1.0
1027,patent information management,1.0
1028,general implication,1.0
1029,selected treaty design,1.0
1030,progress,1.0
1031,neural model,1.0
1032,analysis,3.0
1033,retrieval,5.0
1034,type,3.0
1035,novel model,1.0
1036,shape,1.0
1037,artificial intelligence,1.0
1038,introducing,2.0
1039,challenging corpus,1.0
1040,jurisprudence,1.0
1041,building thesauri,1.0
1042,legal question,2.0
1043,language models,1.0
1044,shot charge prediction,1.0
1045,other domain,1.0
1046,room,1.0
1047,bert,2.0
1048,change,1.0
1049,state,8.0
1050,proposed cluster,1.0
1051,brazil,1.0
1052,process,6.0
1053,several approach,1.0
1054,composition,1.0
1055,method,15.0
1056,right,2.0
1057,difference,1.0
1058,sentence embeddings,1.0
1059,convenient tool,1.0
1060,translation,1.0
1061,based system,1.0
1062,appropriate cluster identification,1.0
1063,production,1.0
1064,semantic edge labeling,1.0
1065,dropout,1.0
1066,ruling,1.0
1067,appellate court,1.0
1068,law court,1.0
1069,technology,1.0
1070,entropy differential,1.0
1071,different technique,1.0
1072,raw utility,1.0
1073,effect,1.0
1074,large scale,1.0
1075,benchmark dataset clef,1.0
1076,given sentence,1.0
1077,post,2.0
1078,cascade,1.0
1079,issue,3.0
1080,promising preliminary result,1.0
1081,information processing,1.0
1082,theme classification approach,1.0
1083,support tool,1.0
1084,including news,1.0
1085,context,1.0
1086,concluded one,1.0
1087,charge prediction model,1.0
1088,complex rule,1.0
1089,characteristic,1.0
1090,deep neural network,3.0
1091,edge labeling,1.0
1092,further research work,1.0
1093,language resources,2.0
1094,discovery,1.0
1095,compression,1.0
1096,continuous vector,2.0
1097,implementation,1.0
1098,section,1.0
1099,legal corpus,2.0
1100,distinguishing,1.0
1101,assisted annotation,1.0
1102,inducing,1.0
1103,role,1.0
1104,comparing,2.0
1105,tackling,2.0
1106,lateral annotation,1.0
1107,attribute,1.0
1108,german tax,1.0
1109,shot,2.0
1110,basis,1.0
1111,frequency,1.0
1112,evaluation,3.0
1113,replacing,1.0
1114,multi token contract,1.0
1115,quest project,1.0
1116,particular paragraph,1.0
1117,linear unit,1.0
1118,citizen,1.0
1119,human reference,1.0
1120,shallow neural network,1.0
1121,legal text processing,1.0
1122,geographical landmark,1.0
1123,editing dataset,1.0
1124,scale,2.0
1125,type classification,1.0
1126,time structure,1.0
1127,manual task,1.0
1128,various body,1.0
1129,contribution,1.0
1130,vast majority,1.0
1131,theme classification,1.0
1132,verifying,1.0
1133,technical domain,1.0
1134,particular type,1.0
1135,many synonym,1.0
1136,field,3.0
1137,respective machine translation,1.0
1138,fake opinion,1.0
1139,using word,1.0
1140,type system,1.0
1141,serving,1.0
1142,identification algorithm,1.0
1143,machine translation system,1.0
1144,standard gold set,1.0
1145,accuracy,4.0
1146,token,2.0
1147,legal decision,1.0
1148,contract element,1.0
1149,category,2.0
1150,traditional contextual feature,1.0
1151,legal judgment prediction,1.0
1152,representation,3.0
1153,architecture,1.0
1154,test,2.0
1155,containing,1.0
1156,using state,2.0
1157,retrieving supporting case,1.0
1158,hierarchical version,1.0
1159,first task,1.0
1160,ranking svm information retrieval component,1.0
1161,human,2.0
1162,topical relevance,1.0
1163,original reference,1.0
1164,extraction,5.0
1165,spanish jurisdiction,1.0
1166,ten,1.0
1167,congressional bill,1.0
1168,concept system,1.0
1169,information management,1.0
1170,case law entailment,1.0
1171,english legal judgment prediction,1.0
1172,kit,1.0
1173,crf,1.0
1174,automatic semantic edge labeling,1.0
1175,intellectual property,1.0
1176,subclass level,1.0
1177,neural machine,1.0
1178,neural classifier,1.0
1179,judge,1.0
1180,large corpus,1.0
1181,japanese legal bar,1.0
1182,speed similarity,1.0
1183,extensive evaluation,1.0
1184,boosting algorithm,1.0
1185,answer,1.0
1186,document retrieval,2.0
1187,exam query,1.0
1188,administrative decision,1.0
1189,dynamic topic model,1.0
1190,management,1.0
1191,covering,1.0
1192,nature,3.0
1193,art quality,1.0
1194,judgment,2.0
1195,extreme multi label text,1.0
1196,argumentation,1.0
1197,supporting case,1.0
1198,european language,1.0
1199,traditional ad,1.0
1200,authority,1.0
1201,automated identification,1.0
1202,several neural classifier,1.0
1203,containing case,1.0
1204,use,3.0
1205,latent,4.0
1206,translation quality,1.0
1207,kind,2.0
1208,general domain,1.0
1209,operating,1.0
1210,building,2.0
1211,crf combination,1.0
1212,finding,1.0
1213,study,4.0
1214,elrc,1.0
1215,aforementioned method,1.0
1216,encoding document,2.0
1217,dataset,13.0
1218,violation,1.0
1219,directive,1.0
1220,scenario,2.0
1221,novel method,1.0
1222,source sentence,1.0
1223,definition,1.0
1224,different feature,1.0
1225,various frame,1.0
1226,art quality estimation,1.0
1227,deep learning algorithm,1.0
1228,standard gold,1.0
1229,german tax law,1.0
1230,wipo,1.0
1231,speech recognition,1.0
1232,lawyer,1.0
1233,transposition,1.0
1234,domain name,1.0
1235,administrative adjudication,1.0
1236,modeling,2.0
1237,editing analysis,1.0
1238,speed similarity search,1.0
1239,many legal domain,1.0
1240,judicial opinion,1.0
1241,order,2.0
1242,united state,1.0
1243,interactive machine learning,1.0
1244,better model,1.0
1245,language,8.0
1246,dataset generation,1.0
1247,patent knowledge mining,1.0
1248,neural machine translation quality,1.0
1249,identification,3.0
1250,value,1.0
1251,memory network,1.0
1252,user,2.0
1253,scale case law,1.0
1254,consuming,1.0
1255,eurovoc,1.0
1256,expert,3.0
1257,annotated corpus,1.0
1258,annotating,1.0
1259,multi label legal text classification,1.0
