1264
discriminative attribute,167
practical difficulty,168
law court,169
definition,170
design,171
cascade,172
translation quality,173
original reference translation,174
analysed time framework,175
scenario,176
title,177
cleaning,178
annotation process,179
transformer,180
public dataset,181
broad variety,182
summary,183
extreme multi label legal text,184
nim,185
overall result,186
jurisprudence,187
employing ranking,188
representing,189
bva,190
particular paragraph,191
interface,192
argument mining,193
classification precision,194
new english legal judgment prediction dataset,195
domain,196
tf,197
layer,198
automatic feature,199
human,200
greek,201
aggregating paragraph,202
wise attention,203
post edited version,204
public document database,205
shot learning,206
attentive charge prediction model,207
textual reference,208
search,209
professional translator,210
system,211
promising,212
additional statistical feature,213
brazilian legal document,214
inherent characteristic,215
time framework,216
retrieving supporting,217
cluster identification algorithm,218
mission,219
entity recognition,220
legal bar,221
end,222
datum,223
proposed model,224
relying,225
paragraph article,226
using ranking svm,227
corresponding entity,228
multilabel,229
many machine,230
legal judgment prediction,231
several neural classifier,232
including word,233
ambiguity,234
edge labeling,235
attention,236
room,237
name dispute,238
national legislation,239
gold,240
spectrum,241
power,242
english legal judgment prediction dataset,243
prediction dataset,244
supervised text similarity,245
standard patent,246
driven combination,247
based method,248
non legal text,249
modeling,250
legal citation graph,251
prediction model,252
such translation,253
important prerequisite,254
user,255
implementing measure,256
term,257
focus,258
standard patent classification,259
board,260
relevant case,261
ape,262
japan,263
querying greek legislation,264
appeal,265
bar exam,266
choice,267
demographic information,268
summarizing,269
gram,270
translator,271
proof,272
bypass,273
showing,274
genuine real world,275
test,276
artificial intelligence,277
vector,278
other resource,279
bilstm,280
court decision,281
combination,282
open access,283
rnn,284
legal drafting,285
subclass level,286
component,287
open legal text,288
employing,289
building thesauri,290
open public dataset,291
case study,292
31k tuple,293
identification,294
legal production,295
proposed approach,296
strong neural baseline,297
end algorithm,298
incorporating,299
other hand,300
kauanejunior corpus,301
court judge,302
rio,303
same label,304
record,305
relevant article,306
inducing,307
automatic citation analysis,308
upper court,309
dataset generation,310
linear sliding,311
predicting,312
case retrieval,313
administrative open access,314
computational cost,315
large scale,316
essential task,317
sensible composition,318
further research,319
compression algorithm,320
china,321
problem,322
privacy,323
eu legislation,324
source resource kit,325
importance,326
dataset,327
common keyword query,328
legal expertise,329
conditional random field model,330
word2vec,331
spanish legal text processing,332
entity,333
pipeline,334
asymmetry,335
approach,336
source sentence,337
content,338
english,339
billsum,340
investment treaty,341
legal text generation,342
complex nature,343
project,344
neural language model,345
background,346
meaningful text,347
word ambiguity,348
operating,349
sentence embeddings,350
token,351
summarizing document,352
entropy differential,353
distinct argument,354
study,355
ranking svm information retrieval,356
theme classification,357
current multi label state,358
corpus,359
privacyqa,360
scale case law entailment dataset,361
distinguishing,362
accuracy,363
summarization,364
including,365
extending thesauri,366
manual task,367
scotus,368
deep learning,369
encoded summarization,370
learning model,371
generation,372
embedding model,373
mapping,374
benefiting,375
attribute,376
exploiting,377
maximum entropy,378
support,379
opinion,380
aforementioned method,381
written rule,382
semantic relationship,383
filtering,384
specialized ir task,385
scale case law,386
human accuracy,387
legal text classification,388
producing,389
speed similarity,390
salient phrase,391
membership,392
other algorithm,393
assisted annotation,394
extracted meaning,395
scale,396
post editing analysis,397
candidate,398
information extraction,399
existing,400
application,401
attentive charge,402
agency,403
prerequisite,404
administrative process,405
distribution,406
overall performance,407
organization,408
quality,409
access,410
chain,411
way,412
case law,413
dynamic topic,414
learning to rank,415
automatic post editing model,416
case retrieval dataset,417
lateral annotation,418
respective machine translation,419
violation,420
amount,421
code,422
baseline result,423
italy,424
lot,425
court,426
fast computer,427
bar,428
proposed cluster,429
performing,430
negation,431
regularization,432
semantic edge labeling,433
word,434
several language,435
local entropy,436
user data,437
recognizing textual entailment,438
fuzzy clustering algorithm,439
sophisticated way,440
experimental dataset,441
reference translation,442
machine translation quality,443
european union,444
label classification,445
paragraph,446
veteran appeal,447
classification,448
clustering algorithm,449
identification algorithm,450
solution,451
machine translation dataset,452
rule,453
embedding,454
edit,455
billa,456
default,457
addressed using,458
consuming,459
shot charge prediction,460
traditional machine learning,461
releasing ten,462
raw utility,463
general topical relevance,464
eurovoc,465
neural system,466
spanish legal text,467
extension,468
agreement,469
improved system,470
document database,471
time structure,472
complex document,473
manner,474
traditional ad,475
echr,476
final charge,477
spanish,478
training,479
fake opinion,480
discovery,481
detailed information,482
neural machine translation quality,483
investment treaties,484
existing solution,485
treaty design,486
long short-term memory,487
open source resource kit,488
shot scenario,489
production,490
legal content,491
related concept,492
other domain,493
machine learning approach,494
fact,495
different size,496
proposed modification,497
dynamic topic model,498
company,499
conditional random field,500
lower court,501
crucial role,502
learning,503
scientific article,504
legal attribute,505
legal assistant,506
extraction,507
side,508
entailment component,509
experimental evaluation,510
continuous vector space,511
machine translation system,512
importance prediction,513
standard cluster,514
classifier,515
assistant,516
interactive machine learning,517
english legal judgment,518
previous work,519
relevant case retrieval task,520
neural classifier,521
name,522
different purpose,523
given sentence,524
neural language models,525
length,526
document representation,527
antonym,528
privacyqa corpus,529
cnn,530
statement,531
dutch,532
boosting algorithm,533
speed similarity search,534
uspto-2,535
serving,536
lower court judge,537
shallow neural network,538
world utility,539
nlp,540
variety,541
previous administrative decision,542
bar exam query,543
paper,544
retrieving,545
characteristic,546
product,547
deep neural network,548
latent policy,549
treaty,550
legislative text,551
legal domain,552
relevant answer,553
using spacy,554
multi label classification,555
supreme court,556
extensive evaluation,557
written summary,558
signal,559
semantics,560
encoding,561
thesauri,562
hierarchical attention,563
brazilian appellate court,564
gold set,565
united state,566
gated recurrent units,567
effectiveness,568
dataset clef,569
patent information management,570
automatic summarization,571
thesaurus,572
design benchmark,573
confusing charge,574
reference,575
perspective,576
maintaining,577
open source,578
image processing,579
covering,580
scoring,581
answering using ranking svm,582
implementation,583
according,584
discourse,585
purpose,586
like quality,587
selected treaty design,588
practical use,589
entire corpus,590
directive,591
convenient tool,592
multi label state,593
contract element,594
shot,595
utilizing,596
surrounding text,597
output,598
nature,599
political speech,600
several approach,601
proposed method,602
cluster algorithm,603
neural legal judgment,604
based system,605
genuine real world utility,606
many country,607
containing,608
article level,609
european court,610
geographical landmark,611
parameter study,612
accurate relevance,613
new dataset,614
legal judgment,615
strategy,616
different clustering,617
allowing annotator,618
challenging corpus,619
knowledge,620
learning method,621
dropout,622
embedding rnns,623
label text classification,624
law entailment,625
entailment dataset,626
combined tf,627
description section,628
retrieval system,629
lawyer,630
corresponding nim,631
treaty design benchmark,632
label legal text,633
neural machine translation system,634
page,635
growing,636
element extraction,637
classification approach,638
field,639
using bag,640
machine,641
meaning,642
supervised machine learning,643
body,644
civil law,645
automatic feature extraction,646
cluster identification,647
argumentative political speech,648
vector machine,649
charge prediction model,650
crf,651
term memory,652
method,653
consistency,654
continuous vector,655
landmark,656
case,657
citation graph,658
automated identification,659
querying,660
tokenized using,661
called intersection,662
svm,663
considerable room,664
context,665
effect,666
using state,667
judgment prediction,668
legal bar exam query,669
multi label text,670
informative document,671
token contract,672
domain knowledge,673
human right,674
random field model,675
multi label text classification,676
baseline svm,677
brazil,678
neural legal judgment prediction,679
appellate court,680
answering,681
semantic edge,682
research work,683
post-editing dataset,684
legal text analytics,685
formulaic nature,686
representation,687
assignment,688
task,689
auto,690
term memory network,691
further research work,692
making process,693
retrieval component,694
certain type,695
respective machine,696
bag,697
original reference,698
appellate state court,699
legal practice,700
tax law,701
recurrent neural networks,702
subclass,703
structure,704
rnns,705
word vector,706
relevant case retrieval,707
case law entailment,708
allowing,709
current investment treaty,710
written text,711
mean,712
patent classification,713
several discriminative attribute,714
sense,715
charge prediction,716
comprehensive content,717
tackling,718
unsupervised method,719
independent human reference,720
investigation,721
investment,722
lstm,723
automatic charge,724
parallel english,725
first dataset,726
criminal case,727
theme,728
analysis,729
treaty language,730
legal effect,731
new approach,732
legal bar exam,733
embedding representation,734
different aspect,735
website,736
utility,737
knowledge graph,738
contextual feature,739
greek language,740
deep learning approach,741
implementing,742
year,743
legal language modeling,744
multilabel problem,745
comparison,746
legal information,747
efficiency,748
stacking,749
supervised text,750
challenge,751
source,752
right,753
preliminary result,754
ireland,755
retrieval,756
resulting post,757
es,758
ranking svm information,759
patent,760
clustering technique,761
language,762
sequential nature,763
specific argument,764
semantic analysis,765
attention network,766
interaction,767
annotated corpus,768
controlled pipeline,769
contention,770
experiment,771
model,772
fewer token,773
congressional bill,774
convolutional neural network,775
traditional machine,776
cnns,777
property organization,778
text classification,779
relevance,780
deeppatent,781
post editing dataset,782
latent,783
common form,784
experimenting,785
sliding,786
case importance prediction,787
general domain,788
persistent difference,789
text retrieval,790
appropriate cluster identification algorithm,791
retrieving supporting case,792
frequency,793
same information,794
public datum,795
paragraph level,796
greek legislation knowledge graph,797
coliee,798
concluded one,799
topic model,800
discriminative legal attribute,801
post editing model,802
respondent,803
concept,804
administrative decision,805
automatic semantic edge labeling,806
best method,807
previous eurlex dataset,808
lack,809
many legal domain,810
relation,811
process,812
california billa,813
legal corpus,814
existing algorithm,815
self,816
textual entailment,817
proposal,818
labeling,819
language modeling,820
lexical feature,821
post,822
decision,823
various body,824
evaluation,825
network,826
ir task,827
available general domain,828
benchmark dataset clef,829
using,830
exam query,831
level,832
phrase,833
particular type,834
new sophisticated way,835
art quality estimation,836
labeled text,837
legal decision,838
different approach,839
art quality,840
similarity,841
higher accuracy,842
natural language processing,843
supervised model,844
score,845
adjudication,846
type classification,847
computer,848
legal information retrieval,849
analysed time,850
dispute,851
editing model,852
judiciary,853
english legal judgment prediction,854
named entity recognition,855
unit,856
type,857
pair,858
image,859
speech recognition,860
evaluating,861
legislation,862
first task,863
answering using ranking,864
wide variety,865
tool,866
engineering,867
effective signal,868
patent knowledge mining,869
31k,870
bgh,871
entropy,872
speed,873
answer,874
translation dataset,875
extensive experiment,876
shape,877
cost,878
lower entropy,879
annotation,880
janeiro jurisprudence,881
greek legislation,882
human reference,883
size,884
synsets,885
scale case,886
selected treaty design benchmark,887
space,888
quality estimation,889
quest project,890
using word,891
scoring framework,892
recognition,893
congress,894
other baseline,895
existing work,896
mining,897
sensible manner,898
text-as-data,899
geopolitical entity,900
approximate nearest neighbour,901
version,902
traditional contextual feature,903
appellate state,904
further improvement,905
bigrus,906
initial result,907
bert,908
share resource,909
policy,910
case retrieval task,911
containing case,912
experimental result,913
eurlex,914
neural machine translation,915
baseline,916
quality thesaurus,917
legal language,918
modeling paragraph,919
identifying,920
named entity,921
legislation knowledge,922
world,923
defining,924
surrounding,925
share,926
algorithm,927
corresponding label,928
document type classification,929
stacked bilstm,930
new english legal judgment prediction,931
law entailment dataset,932
multi token contract,933
benefit,934
intelligibility,935
machine detection of generated text,936
extreme multi label text,937
annotating,938
auxiliary corpus,939
ruling case,940
legal citation,941
resource kit,942
international investment,943
legal perspective,944
utility patent,945
spanish corpus,946
multi label legal text,947
part,948
legal document,949
retrieval task,950
technical language,951
internal mapping,952
benchmark dataset,953
work,954
translation,955
obtained result,956
ad,957
graph,958
cross,959
jurisdiction,960
system performance,961
introducing,962
scale case law entailment,963
legal information extraction,964
frame recognition,965
character,966
technology,967
different feature,968
multilingual test corpus,969
describing,970
experience,971
legal spanish,972
appearing,973
patent information,974
improvement,975
news,976
customer,977
spanish jurisdiction,978
human expert,979
legal case retrieval,980
powerful new approach,981
hierarchical version,982
automatic charge prediction,983
common law,984
difficulty,985
based classifier,986
deep learning algorithm,987
negotiating,988
new english legal judgment,989
negotiation,990
voice recognition,991
japanese legal bar,992
text processing,993
employing ranking svm,994
german tax,995
encoding document,996
complex rule,997
xmtc,998
person,999
knowledge mining,1000
court case,1001
question,1002
hypothesis,1003
edited version,1004
architecture,1005
suitable candidate,1006
retrieval dataset,1007
multilingual legal corpus,1008
change,1009
wipo,1010
ex,1011
information retrieval component,1012
argumentation mining,1013
additional information,1014
combined solution,1015
parallel language,1016
tag,1017
better model,1018
text,1019
extending,1020
svm information retrieval,1021
implication,1022
preference,1023
topic,1024
exam,1025
answering system,1026
recognized entity,1027
different source,1028
standard gold,1029
real world utility,1030
machine learning,1031
quest,1032
open source resource,1033
practice,1034
national implementation,1035
cluster,1036
large number,1037
document type,1038
comparative law,1039
neural sentence,1040
order,1041
memory,1042
case law entailment dataset,1043
legal scenario,1044
automatic post-editing,1045
many synonym,1046
tuple,1047
multilingual corpus,1048
exploration,1049
u.s,1050
document retrieval,1051
kauanejunior,1052
feature engineering,1053
previous unsupervised method,1054
measure,1055
novel model,1056
framing,1057
transposition,1058
case importance,1059
small multilingual corpus,1060
query,1061
dsca,1062
bert model,1063
predicted treaty,1064
conditional random fields,1065
frequent use,1066
theme classification approach,1067
differential,1068
including news,1069
real world,1070
automatic tool,1071
research,1072
convolutional neural network (cnn),1073
scale case retrieval dataset,1074
using frame,1075
information retrieval,1076
appellate court decision,1077
representation space,1078
aggregating,1079
f1,1080
consistent improvement,1081
crf layer,1082
filter,1083
word embeddings,1084
limitation,1085
strong baseline,1086
comparing,1087
art,1088
citation,1089
manhattan,1090
using ranking,1091
spanish resources,1092
phase,1093
frame,1094
resource,1095
greek legislation knowledge,1096
attentive charge prediction,1097
framework,1098
robot,1099
improving,1100
full spectrum,1101
difference,1102
crf combination,1103
database,1104
random field,1105
performed annotation,1106
precision,1107
competition,1108
jurisprudence database,1109
feature,1110
hierarchical attention network,1111
legislative document,1112
voice,1113
multidisciplinary thesaurus,1114
violation classification,1115
test corpus,1116
legal case,1117
feature extraction,1118
estimation,1119
embeddings,1120
collection,1121
extractive method,1122
german court,1123
machine translation,1124
kit,1125
collection process,1126
field model,1127
limited case,1128
treaty content,1129
scale case retrieval,1130
exploring,1131
elrc,1132
multi label legal text classification,1133
union,1134
parliamentary discourse,1135
source resource,1136
fcm,1137
statistical feature,1138
recurrent neural network,1139
making,1140
case summarization,1141
spacy,1142
traditional machine learning approach,1143
subsequent decision,1144
regional entity,1145
belonging,1146
veteran,1147
citizen,1148
type system,1149
dropout regularization,1150
triple,1151
better method,1152
processing,1153
hand,1154
literature,1155
available datum,1156
building,1157
suggesting,1158
predictive model,1159
judgment,1160
intersection,1161
ten,1162
value,1163
entropy measure,1164
bill,1165
legislation knowledge graph,1166
predictive text,1167
linear unit,1168
mobile application,1169
verifying,1170
great progress,1171
standard gold set,1172
abstract information,1173
unsatisfactory performance,1174
window,1175
answerability,1176
syntactic similarity,1177
issue,1178
large corpus,1179
support tool,1180
expectation,1181
many confusing charge,1182
synonym,1183
classification benchmark,1184
information management,1185
sentence,1186
annotator,1187
basis,1188
fuzzy,1189
comprise,1190
european directive,1191
label text,1192
additional algorithm,1193
vector space,1194
legal text,1195
gensim,1196
additional lstm,1197
combining,1198
querying greek,1199
adding,1200
named entity recognition and linking,1201
legal text processing,1202
linking,1203
judgment prediction dataset,1204
fuzzy membership,1205
patent classifier,1206
metric,1207
kind,1208
domain name,1209
semantic similarity,1210
role,1211
composition,1212
administrative adjudication,1213
label,1214
information processing,1215
time,1216
form,1217
european language,1218
automatic semantic edge,1219
charge,1220
document summarization,1221
entailment model,1222
idf,1223
svm information,1224
bundesgerichtshof,1225
property,1226
element,1227
benchmark,1228
current algorithm,1229
different technique,1230
section,1231
ex ante,1232
label state,1233
extraction task,1234
word embedding,1235
selected treaty,1236
human performance,1237
current investment,1238
cascade framework,1239
feasibility,1240
neural baseline,1241
text similarity,1242
general implication,1243
intellectual property organization,1244
compression,1245
language models,1246
use,1247
one,1248
predicting outcome,1249
theme assignment,1250
multilingual test,1251
promising preliminary result,1252
intellectual property,1253
binary violation,1254
top,1255
boosting,1256
patent knowledge,1257
han,1258
ip competition,1259
contract element extraction,1260
usa,1261
novel dataset,1262
contribution,1263
